flow_id,flow_duration_s,total_fwd_packets,total_bwd_packets,total_fwd_bytes,total_bwd_bytes,packet_rate,byte_rate,avg_packet_size,fwd_bwd_ratio,syn_flag_ratio,ack_flag_ratio,unique_src_ips,protocol,label
FLOW-000029,7.142523238487202,25,25,8207.425683184878,10797.48233020048,6.328279306031984,3301.6666445196543,380.09816026770716,1.0,0.02272037820479212,0.4290885199043519,1,UDP,BENIGN
FLOW-000030,2.2158992691138772,110,107,39456.82571549075,12399.821080925587,91.06602877716188,21653.469760410324,238.97072256413057,1.0277777777777777,0.20470666711594915,0.5455406391854222,68,TCP,BENIGN
FLOW-000031,0.12626034157060673,132,153,69172.06781341645,63118.35457975605,2710.322515663853,1391533.9470431963,464.1769206777983,0.8636363636363636,0.17648012585680642,0.7086880493626283,267,TCP,DDOS
FLOW-000032,0.2672752985656169,797,0,1016459.7333438729,0.0,3214.203659584091,4043656.2197364257,1275.3572563913085,798.0,0.0,0.0025812977354995477,310,UDP,DDOS
FLOW-000033,0.2905654554331234,402,3,23249.411773261523,244.29998179405516,1386.0356764181358,88263.0312455823,58.009164827297724,100.75,1.0,0.0,329,TCP,DDOS
FLOW-000034,0.3945853532752648,21,18,7372.57911241236,10345.469505520603,106.19063351353724,43328.184891204575,454.30893892135805,1.1578947368421053,0.10196313004210722,0.614791966328542,2,TCP,BENIGN
FLOW-000035,4.13694979425484,18,22,12944.297262135608,15419.8856117052,9.879554809600164,3694.737238090896,709.1045718460202,0.8260869565217391,0.0,0.3191178099896319,1,UDP,BENIGN
FLOW-000036,0.47072927230035033,18,26,5574.624945885932,18373.27415516283,76.39885297366499,54804.40509005576,,0.7037037037037037,0.0,0.5846771222814799,3,UDP,BENIGN
FLOW-000037,1.8034777158530177,123,101,58184.70154969573,46883.292232399996,124.18415835303828,64285.71719545934,469.0535436700702,1.2156862745098038,0.0,0.3350425880380329,82,TCP,BENIGN
FLOW-000038,1.2471641450731068,23,22,13364.72952477088,10046.692654476523,25.40275280830067,19977.344472584184,520.253826205498,1.0434782608695652,0.0,0.4153810167950478,1,TCP,BENIGN
FLOW-000039,3.4437911869369966,148,136,76927.8050568713,53874.060825574656,73.76933894032197,38208.00494795326,460.5699502903026,1.0875912408759123,0.011546384027987404,0.6201978118977619,233,TCP,DDOS
FLOW-000040,8.389201853130182,15,17,5437.112031617523,10982.128230673594,3.3597549042241437,1604.41216236789,513.1012581965974,0.8888888888888888,0.1658961576328843,0.3759389702998913,2,TCP,BENIGN
FLOW-000041,1.9700055213301504,34,20,18939.137991139287,15204.42557949917,35.79845174026979,19983.701444733902,632.2882142710826,1.6666666666666667,0.001794205461072288,0.44496783028763104,3,TCP,BENIGN
FLOW-000042,6.381909794126257,25,26,8371.796744225003,24639.13582940394,9.511279686743878,4673.659911867732,647.2731877182144,0.9629629629629629,0.0,0.47050415097430276,2,TCP,BENIGN
FLOW-000043,0.9589094269185414,25,21,8455.63123584873,15270.785228348439,47.68642711257972,33497.57045230137,515.7916622651559,1.1818181818181819,0.009412006729668847,0.5413317208478311,2,TCP,BENIGN
FLOW-000044,4.917224865467903,26,25,11670.139172032552,17014.747916364773,9.084553947421844,6137.281436290349,562.4487664391633,1.0384615384615385,0.00974607651376197,0.38946356897232093,1,TCP,BENIGN
FLOW-000045,0.14501491224448743,797,1,914292.595100886,57.898220287553926,4437.178565376842,4309743.719404163,1145.8026232094905,399.0,0.0,0.02465496184020999,256,UDP,DDOS
FLOW-000046,0.06648433607059699,411,2,29500.10891656407,134.73284984986083,6585.59920049344,374560.7456873529,71.75506480971896,137.33333333333334,0.9892259538734893,0.0,403,TCP,DDOS
FLOW-000047,1.27704052868038,141,123,73607.20493352188,33097.650790422085,207.18287545133512,85871.85390207348,404.1850595603938,1.1451612903225807,0.19481487111157522,0.42677899392331925,280,TCP,DDOS
FLOW-000048,1.2857017688643155,135,112,54232.10677918935,43629.57442216095,162.7590524983705,74934.65187052335,396.20113846700525,1.2035398230088497,0.0164552307331208,0.34603529574760833,55,TCP,BENIGN
FLOW-000049,13.146403088423295,26,19,7844.662022938958,11260.139026598159,3.1153061386127274,1835.5967795290087,424.55113443415814,1.35,0.0,0.47821864448634577,1,TCP,BENIGN
FLOW-000050,3.0120589813593304,27,25,18413.155958139494,6386.173896686569,22.118795767690752,7995.668721152105,476.91018951588586,1.0769230769230769,0.06497859849546708,0.547403259768258,2,TCP,BENIGN
FLOW-000051,0.05,23,24,12043.157340716585,15811.213719382533,1104.667393604443,598329.0333915534,592.6461927680664,0.96,0.05920915592913983,0.4596993572330696,1,TCP,BENIGN
FLOW-000052,10.198956662119578,33,25,10092.115200136946,17195.839998800668,6.206661432291666,1796.8058616740186,470.4819861885795,1.3076923076923077,0.003525398632316795,0.38596841843980023,2,UDP,BENIGN
FLOW-000053,1.7113237136627226,33,23,10037.656679310105,11979.074193532395,41.20568207688598,14983.83880782816,393.15590844361606,1.4166666666666667,0.0,0.6508714953793933,2,TCP,BENIGN
FLOW-000054,1.1011340634624864,111,121,44871.87860850187,50972.694762715415,164.31411989812847,101328.17441071288,413.1231610828332,0.9180327868852459,0.24179464709203255,0.3546474222924594,45,TCP,BENIGN
FLOW-000055,0.05,26,26,16129.302104228966,10028.360069410266,784.9543537572556,702136.7145333034,503.0319648776776,1.0,0.0,0.46188359918940025,3,TCP,BENIGN
FLOW-000056,0.06777137956306978,814,0,1221000.0,0.0,11395.63358176615,19419263.37920523,1500.0,815.0,0.0,0.0,188,UDP,DDOS
FLOW-000057,0.3103021630311671,127,109,62866.954861333725,40785.21505852951,866.0770187682742,298561.2247363976,439.20410982992894,1.1636363636363636,0.19766523660829213,0.3817868068704619,28,TCP,BENIGN
FLOW-000058,0.2263470292479518,382,1,19886.758218815372,51.97223180889588,1984.883920870738,86930.44933021013,52.05934843505031,191.5,1.0,0.1517333054460353,207,TCP,DDOS
FLOW-000059,3.15642846945834,23,22,13091.073296163917,16346.327288989902,16.126109130288366,9443.794377615419,654.1644574478626,1.0434782608695652,0.1303861299627786,0.2757370733907395,2,UDP,BENIGN
FLOW-000060,0.48166776824454977,810,1,1215000.0,65.85211891021872,1936.0401894206495,2086252.9984037357,1498.231630232935,405.5,0.10924789888612484,0.0,184,UDP,DDOS
FLOW-000061,0.025818591176306915,405,0,18608.79430632678,0.0,16080.96158815399,522528.54371799435,45.94764026253526,406.0,0.950061818730485,0.10265631478436665,250,TCP,DDOS
FLOW-000062,0.5389028077182622,22,22,13679.488115981207,5394.622818560768,87.38602303493047,30945.37797426339,433.50252123959035,1.0,0.05133994147392394,0.34961350367085975,4,TCP,BENIGN
FLOW-000063,1.207427221512926,145,143,37079.098751447076,28123.771673651034,240.6096939953371,53441.91121734172,226.39885564270176,1.0138888888888888,0.07383617137975584,0.6036380466150132,260,TCP,DDOS
FLOW-000064,0.7179370365682308,804,2,412205.1749927386,88.4424876141513,977.1686680884793,519362.0650736444,511.530542779594,268.3333333333333,0.0,0.05365245836225059,252,UDP,DDOS
FLOW-000065,0.9933929011313843,18,24,8318.094802760172,9349.681833367371,42.218314516751484,15662.141926717943,420.66134847922723,0.76,0.0,0.5388858524619728,1,TCP,BENIGN
FLOW-000066,3.978926089427582,23,24,11397.15735381979,9408.758982994292,8.730216718464588,5340.892293869531,442.67907099604423,0.96,0.0095521817121293,0.6433329857329042,5,TCP,BENIGN
FLOW-000067,4.309135277116362,31,29,13424.353862958724,22798.13161001612,12.99991369644657,10588.76024484002,603.7080912162475,1.0666666666666667,0.0687494831781812,0.41953261105649514,1,TCP,BENIGN
FLOW-000068,6.567860049621984,26,21,15958.084156148072,14628.239231289785,9.172524343522126,4826.190165609614,650.7728380305927,1.2272727272727273,0.0,0.43050194179337853,1,TCP,BENIGN
FLOW-000069,3.887753933666063,29,19,14540.474563626485,7881.268302118271,11.81619840004975,7455.1699565779045,467.1196430363491,1.5,0.06806799649331499,0.2453050172305157,3,TCP,BENIGN
FLOW-000070,4.73505523245997,25,19,15749.17629151164,3621.0056871167985,9.372440339353837,4453.546011448451,440.2314086051918,1.3,0.1831729245054705,0.3640395292852923,3,UDP,BENIGN
FLOW-000071,0.4896839502857142,116,113,52420.41187361693,29919.999349434816,579.0735227223578,133932.82136537175,359.565114511143,1.0263157894736843,0.10871169617688231,0.663422032090128,26,TCP,BENIGN
FLOW-000072,0.126193405087464,425,0,31853.212363389168,0.0,3975.1630183996535,194227.4274736169,74.9487349726804,426.0,0.9944277283657155,0.0,489,TCP,DDOS
FLOW-000073,5.210299056012532,27,22,11853.262421170351,19662.508355366925,9.12237767136914,8372.836368305567,643.1789954395363,1.2173913043478262,0.0,0.4552354594593449,3,UDP,BENIGN
FLOW-000074,1.9277625084846306,22,24,17703.229686043644,11412.773789599963,20.582418939834366,12351.897117979843,632.9565972966002,0.92,0.08706626981126164,0.4761532210923548,1,TCP,BENIGN
FLOW-000075,0.032794273229119604,397,1,24851.799684268346,51.39372222850713,13306.420569099155,574714.2980690944,62.57083770476596,199.0,0.94761039278792,0.0,217,TCP,DDOS
FLOW-000076,9.527914972640847,30,26,16714.668151749578,14766.935352649896,5.002222094183884,2789.328591401629,562.1714911499906,1.1481481481481481,0.08211929771068453,0.5252419735723768,2,TCP,BENIGN
FLOW-000077,6.847713679125032,25,22,1000.0,15435.79572246609,6.7860402176263435,2006.4727254194236,349.6977813290657,1.1304347826086956,0.01637843169554056,0.4608805303113504,1,TCP,BENIGN
FLOW-000078,0.2428279714287276,21,25,9412.630871092033,16860.121206011834,207.36511330965124,130299.8893272622,571.1467842848667,0.8461538461538461,0.032143504117788255,0.5031982713622062,1,TCP,BENIGN
FLOW-000079,6.315991783208546,22,16,7504.209234737029,17121.963148609633,5.825458779724431,5179.845515970853,648.0571679828068,1.3529411764705883,0.07638992843610541,0.4950932001235377,1,TCP,BENIGN
FLOW-000080,0.7849964408014996,26,25,9116.621366604673,14699.34309415263,65.40647907716873,34218.55389278297,466.9796953089667,1.0384615384615385,0.0,0.5198621570329393,3,UDP,BENIGN
FLOW-000081,0.07722666325101356,428,1,25680.82791079558,68.24197204326897,6796.909640494892,274914.151279484,60.02114191803928,214.5,0.9268306645098695,0.0,373,TCP,DDOS
FLOW-000082,0.28883873330766174,408,0,32115.96987591596,0.0,1227.9330314541564,119086.62075375798,78.71561244097049,409.0,0.9926643882120845,0.0,233,TCP,DDOS
FLOW-000083,0.24217739725305815,422,0,30305.14890316259,0.0,1572.2672627934621,119511.27351207835,71.813149059627,423.0,0.9084072497756168,0.11861927106568576,312,TCP,DDOS
FLOW-000084,11.876231554619864,26,13,16570.78390467607,9435.42664384056,3.1105221369775427,1280.2950070590634,666.8259115004265,1.9285714285714286,0.10818658693406355,0.5282798913254112,1,TCP,BENIGN
FLOW-000085,9.895419947334354,20,26,9385.860984587513,14653.691966502895,3.8452261639930905,2325.4745628260534,522.5989771976176,0.7777777777777778,0.16438343176496162,0.4797584970024812,1,TCP,BENIGN
FLOW-000086,0.6987875322098323,171,130,58984.214165150755,44918.536062169864,528.4284079241177,174085.438380599,345.19186122033426,1.3129770992366412,0.08461604471927271,0.3683461804729815,333,TCP,DDOS
FLOW-000087,3.8026677483327744,24,24,12163.337792258657,12902.478238760137,16.223122670093893,5831.882604638974,522.2045006462249,1.0,0.04102404171080581,0.35804662607876003,2,TCP,BENIGN
FLOW-000088,0.8792026617094676,109,119,81770.90447510428,39561.12589135861,312.4138199393139,132926.41992804076,532.1580279230828,0.9166666666666666,0.11023145614960278,0.3581429714029885,47,TCP,BENIGN
FLOW-000089,0.37129512698856315,119,124,57083.568507482305,15901.074834549145,724.6318403083611,187827.59729238352,300.3483265104175,0.96,0.24090026682206125,0.3291589447329837,39,TCP,BENIGN
FLOW-000090,4.783029065128112,22,24,10880.459463189198,18000.309039016953,10.673436424843906,7193.270723727473,627.8427935262206,0.92,0.03411322137755915,0.47468737713629183,3,UDP,BENIGN
FLOW-000091,4.061278052543111,23,24,15122.895626991276,17734.45049816977,15.52927565505715,8804.440155109025,699.0924707481073,0.96,0.06104204390359181,0.48265123439032065,2,TCP,BENIGN
FLOW-000092,0.6931535898297774,24,14,6346.631861677536,8418.61496424942,50.19542309839153,21402.28234643141,388.5591269980778,1.6666666666666667,0.028632235581342456,0.39484518870325497,2,TCP,BENIGN
FLOW-000093,3.708099209633987,153,134,41931.52460942424,39782.45573945686,77.56687756540136,16929.458209834684,284.7177015640456,1.1407407407407408,0.07223846683598109,0.3781545711858787,250,TCP,DDOS
FLOW-000094,1.6909126572925466,25,14,4640.633913901769,7539.338854633347,22.117953671914805,7442.891952817455,312.306994065003,1.7333333333333334,0.18033563860169674,0.3018252744787484,1,TCP,BENIGN
FLOW-000095,1.7981982278695652,32,24,11368.983950715676,16865.89437021605,33.04352439915455,13038.195138347359,504.19425573092366,1.32,0.0,0.34434674993179526,2,TCP,BENIGN
FLOW-000096,0.048144628697278924,413,0,21109.40301638662,0.0,10629.230454511779,313523.82786183996,51.11235597188043,414.0,0.9216354345064083,0.0002781100374345917,127,TCP,DDOS
FLOW-000097,7.119050628722696,25,20,13906.467518190711,14776.924920229107,7.091268809949638,4619.613606750007,637.4087208537737,1.2380952380952381,0.0,0.37935758185927226,1,UDP,BENIGN
FLOW-000098,5.6213256843667425,18,23,11080.992398731027,19707.644741433975,6.37077717114838,4646.720122921969,750.9423692723171,0.7916666666666666,0.0,0.5411053548845156,1,TCP,BENIGN
FLOW-000099,13.083179309038005,27,20,17836.82997108923,10752.047137354555,3.9397212926000424,2875.5352209127004,608.2739810307189,1.3333333333333333,0.0418947973961821,0.3622739115718137,1,UDP,BENIGN
FLOW-000100,4.908343452857037,26,21,9119.389001727275,12443.912713199708,5.490593576976313,4186.372758813985,458.7936535090848,1.2272727272727273,0.08558614465704815,0.37942641914894604,1,TCP,BENIGN
FLOW-000101,1.8757575565610134,24,26,8479.95845019898,9610.544688903792,31.501648833717233,9717.751380433303,361.81006278205547,0.9259259259259259,0.0,0.46394860876978916,2,TCP,BENIGN
FLOW-000102,0.22619803836266641,23,19,14334.658634990308,14128.847619692204,133.8440073234478,187156.63629913054,677.7025298733931,1.2,0.0,0.7096584685318025,2,TCP,BENIGN
FLOW-000103,0.33688277814409395,783,0,893162.0836161961,0.0,2487.700726095986,2623067.0745212585,1140.6923162403525,784.0,0.0,0.0,187,UDP,DDOS
FLOW-000104,0.3058908741991365,113,127,48090.851599100766,42365.20895953308,772.3521976202858,321756.8739453592,376.90025232764106,0.890625,0.08163916838108531,0.5199062064084419,93,TCP,BENIGN
FLOW-000105,2.9831926077120827,25,16,13760.578587352427,7556.812689429568,14.742826729552544,5513.140340962077,519.9363726044389,1.5294117647058822,0.015290569301615115,0.3483023969563389,1,TCP,BENIGN
FLOW-000106,0.18121102635188333,800,1,1132370.47355511,66.5038549420617,4094.9314291974074,5980618.037212275,1413.7789980150462,400.5,0.0,0.0,172,UDP,DDOS
FLOW-000107,0.5788107713524079,28,28,13813.636089882368,12078.276824719935,94.98972623631417,36377.58000686982,462.35558776075544,1.0,0.03598524345313696,0.4377089248934911,1,TCP,BENIGN
FLOW-000108,5.991885667881672,30,25,14861.616972615493,22115.012605723015,9.837024335483408,4939.8323923812,672.302355969791,1.1923076923076923,0.048279829342556924,0.4604420195011677,1,UDP,BENIGN
FLOW-000109,3.871299992645931,31,22,17267.686456626554,14420.655098053106,11.796555430760986,7560.769575944189,597.8932368807483,1.391304347826087,0.056742810968988124,0.5637275810878138,2,TCP,BENIGN
FLOW-000110,1.50019650360712,22,15,10973.87147479923,5522.917340217634,24.15824389880207,10130.452925884447,445.859157162618,1.4375,0.08291919684367272,0.48840693098642496,1,TCP,BENIGN
FLOW-000111,6.393947655620158,34,19,21690.016232790294,9868.851227639307,9.212426746862338,5993.757539513674,595.450329442068,1.75,0.0037024720988294846,0.5706881583247847,1,UDP,BENIGN
FLOW-000112,0.9741515498112483,137,126,47501.04964293288,16017.044538434344,168.81730775497584,90040.71385815118,241.51366608884877,1.0866141732283465,0.013527686790285903,0.510049895503775,313,TCP,DDOS
FLOW-000113,1.1908470440619394,31,26,15150.178114664768,20935.054362362,51.43130564013332,30137.863806837144,633.0742539829257,1.1851851851851851,0.005597554317234556,0.35084858739508373,1,TCP,BENIGN
FLOW-000114,0.36660085410520105,21,21,11102.54112636104,9910.81296904584,111.01945159952571,49384.400929330805,500.3179546525448,1.0,0.029308005923386872,0.37999020330190764,1,TCP,BENIGN
FLOW-000115,1.3169687840028226,22,22,19074.48546873494,6931.285182471159,30.15736275225663,21460.074372299187,591.0402420728659,1.0,0.0,0.4369274713535891,3,TCP,BENIGN
FLOW-000116,7.624232736813086,30,30,19467.081760967383,17211.62197340842,6.215912778662741,4974.344773876337,611.3117289062633,1.0,0.05965998508993468,0.3887283118792576,3,ICMP,BENIGN
FLOW-000117,1.460548363202048,22,20,15274.014040428845,15996.173790027093,28.8055439483708,24360.21150227828,744.5282816775223,1.0952380952380953,0.0,0.32028906037368016,1,TCP,BENIGN
FLOW-000118,0.05,28,20,21790.40229556515,16347.850813993668,1137.1169594898627,932453.3319778754,794.5469397824754,1.380952380952381,0.16321102585636807,0.40428533573850384,3,TCP,BENIGN
FLOW-000119,2.1065564655425333,22,22,5021.482736664355,1012.743988625771,18.037220100118038,2821.1894461063885,137.1415164838665,1.0,0.0,0.5288700994666751,3,UDP,BENIGN
FLOW-000120,4.439056431043542,28,16,18025.77867822323,11325.885019938776,12.497904288646112,7788.862241653517,667.0832658673182,1.7058823529411764,0.0,0.3181059061013677,2,UDP,BENIGN
FLOW-000121,0.1266725473614233,26,18,15789.73821169946,9456.286540415056,291.4240100003362,229193.60948856827,573.7732898207844,1.4210526315789473,0.0,0.5846092210659468,1,TCP,BENIGN
FLOW-000122,7.804766762253179,18,20,8520.223446143991,16675.73707597897,4.064674681441744,3876.3282988964766,663.0515926874464,0.9047619047619048,0.0,0.6070773340011111,4,UDP,BENIGN
FLOW-000123,0.024222261308059174,421,1,21475.956530242805,43.9591383583376,20337.31626117622,1059834.7236266746,50.995060826069064,211.0,0.8838712075647601,0.015174863299807502,338,TCP,DDOS
FLOW-000124,2.259014337925524,137,107,67808.71221876523,27606.104469874732,58.87233877304876,50154.28297893983,391.04433069114737,1.2777777777777777,0.05355563904314177,0.3666375601814247,61,TCP,BENIGN
FLOW-000125,0.2680314678585541,132,111,88298.69759271473,36341.24762872229,1228.8894822669276,480321.18847595033,512.9215852734034,1.1875,0.24824481701596723,0.22537585706732138,66,TCP,BENIGN
FLOW-000126,0.5618076241511235,159,138,77477.85667632874,33962.6897730174,614.345498468,204379.0837936575,375.2206951156436,1.1510791366906474,0.04556994882255849,0.5091366911006134,379,TCP,DDOS
FLOW-000127,5.7875455619547305,30,17,15858.69572339216,11716.66554528835,8.43012992386597,4661.776394485667,586.7098142272449,1.7222222222222223,0.08564506664153416,0.48404246404213386,1,TCP,BENIGN
FLOW-000128,2.3012486568227493,28,20,20250.09113359121,12835.235158360529,13.300766123338196,15719.43686579418,689.2776310823278,1.380952380952381,0.0683895745743736,0.3797674304822176,1,TCP,BENIGN
FLOW-000129,0.38766640374923383,825,1,974083.2339570216,64.68843812714118,1620.9983485767825,2173664.500193918,1179.3558382507854,413.0,0.0,0.0,160,UDP,DDOS
FLOW-000130,1.9463079794707838,27,28,16079.683154396967,24350.11659823758,23.668045030767324,19501.173462816838,735.0872682297189,0.9655172413793104,0.06672021088260575,0.5049099723284876,3,UDP,BENIGN
FLOW-000131,0.03899424907016468,821,0,611223.2246440607,0.0,15404.914965168211,15456851.539928462,744.4862663143249,822.0,0.0,0.0,135,UDP,DDOS
FLOW-000132,0.24403314998400666,800,0,1195798.8946320487,0.0,3653.29192405501,6102332.42422725,1494.748618290061,801.0,0.0,0.12747708618139963,301,UDP,DDOS
FLOW-000133,0.3587241540994645,28,20,14692.373529168675,5659.096502803341,101.2877568244326,53818.94642852751,423.988958999417,1.380952380952381,0.00040797396744718384,0.39447342122072265,3,TCP,BENIGN
FLOW-000134,0.1343199548068548,384,2,21082.966522480445,112.815595825506,2093.0106643044555,148941.67973634566,54.911352638098315,128.33333333333334,0.8003908939487674,0.006607507890736752,106,TCP,DDOS
FLOW-000135,0.4644937886435682,24,18,15843.123300388244,10544.483755773399,84.64364042191504,58333.0854173713,628.2763584800391,1.3157894736842106,0.05092481452981619,0.24240738907267206,3,TCP,BENIGN
FLOW-000136,3.722908254305365,28,17,17155.51035388396,15206.920028793522,17.23081435018913,10317.60753216965,719.1651196150552,1.6111111111111112,0.03418277378434765,0.5490464795585459,1,TCP,BENIGN
FLOW-000137,0.8078705992574454,110,108,67948.4821587942,29628.88640712441,269.0543682546063,95066.65838723522,447.6026081005441,1.018348623853211,0.18002013669329173,0.46396316800297527,85,TCP,BENIGN
FLOW-000138,1.7176152153402215,30,14,16420.07489032268,8394.914187995355,29.48738855310657,10434.668079225554,563.9770245072282,2.066666666666667,0.0,0.429562070092983,1,TCP,BENIGN
FLOW-000139,5.056827430260426,37,21,26820.675132315206,11409.121998024188,8.944952338542361,6049.578660208562,659.1344332817137,1.7272727272727273,0.09074959958144813,0.5180549060750885,4,TCP,BENIGN
FLOW-000140,3.3064348870141353,27,16,17763.63040390846,11084.94722458611,12.506878911407094,8727.16718714137,670.8971541510365,1.6470588235294117,0.12427165756315278,0.4654120554827575,1,TCP,BENIGN
FLOW-000141,1.6361105329513161,25,30,13877.574305679642,11384.204288927167,31.51760254124914,17856.91838972573,459.3050653564875,0.8387096774193549,0.0,0.4453110486723748,1,TCP,BENIGN
FLOW-000142,16.805733656940063,19,23,11742.52320143666,20046.148234628046,2.8342583616409076,1864.699881823924,756.873129430112,0.8333333333333334,0.0,0.43116513889176106,3,UDP,BENIGN
FLOW-000143,6.847461766421704,24,18,13056.099398497958,15595.74097912821,5.482433246683454,3807.4197152643765,682.1866756577659,1.3157894736842106,0.0,0.53287536446918,1,TCP,BENIGN
FLOW-000144,0.28568484475809586,143,119,90723.80831023621,47054.28221315775,997.6705074078436,455292.3045619887,525.8705745167708,1.2,0.0,0.31329219477814285,79,TCP,DDOS
FLOW-000145,1.045751821510433,21,19,14537.803818412536,8516.23088998908,37.76639669557236,29202.855601574644,576.3508677100405,1.1,0.1254597148522727,0.49522121856877444,4,TCP,BENIGN
